
Fracture Case
Snakebite Case
Clutch Case
Sticker | Evil Geniuses | 2020 RMR
Sealed Graffiti | Eco (Jungle Green)
Sealed Graffiti | GGEZ (Dust Brown)
Sealed Graffiti | Noscope (Frog Green)
Sealed Graffiti | Noscope (Jungle Green)
Sealed Graffiti | Eye Spy (War Pig Pink)
Sealed Graffiti | Eat It (War Pig Pink)
Sealed Graffiti | Take Flight (Battle Green)
Sealed Graffiti | X-Knives (Frog Green)
M4A4 | Magnesium (Field-Tested)
MAG-7 | Rust Coat (Field-Tested)
Sealed Graffiti | Eat It (Desert Amber)
Sealed Graffiti | Backstab (Frog Green)
Sticker | Brehze | Rio 2022
Sealed Graffiti | Tilt (Frog Green)
Sealed Graffiti | Eco (Violent Violet)
SG 553 | Ol' Rusty (Field-Tested)
Sticker | chopper | Rio 2022
Sealed Graffiti | GGWP (Frog Green)
Sealed Graffiti | Rage Mode (Monarch Blue)
Sealed Graffiti | GGWP (Battle Green)
Sealed Graffiti | GLHF (Dust Brown)
Sticker | karrigan | Rio 2022
Sealed Graffiti | GGEZ (War Pig Pink)
Sealed Graffiti | Tilt (Cash Green)
P90 | Sand Spray (Battle-Scarred)
Sealed Graffiti | GGWP (War Pig Pink)
Sealed Graffiti | GGWP (Jungle Green)
Sealed Graffiti | Noscope (Wire Blue)
Sealed Graffiti | Mr. Teeth (Frog Green)
Sticker | Web Stuck (Holo)
Sealed Graffiti | Backstab (Jungle Green)
Sealed Graffiti | Tilt (Tiger Orange)
USP-S | Forest Leaves (Field-Tested)
Sticker | Stalking Prey
Nova | Wood Fired (Field-Tested)
Sticker | forZe eSports (Glitter) | Antwerp 2022
Sealed Graffiti | Eat It (Tracer Yellow)
SCAR-20 | Contractor (Minimal Wear)
Sealed Graffiti | Eco (Tracer Yellow)
Souvenir SSG 08 | Prey (Minimal Wear)
Sealed Graffiti | Eat It (Wire Blue)
Sealed Graffiti | Still Happy (Frog Green)
Sealed Graffiti | Popdog (Frog Green)
XM1014 | Blue Spruce (Well-Worn)
Sealed Graffiti | GTG (Bazooka Pink)
Sealed Graffiti | Death Sentence (Tracer Yellow)
Sealed Graffiti | Jump Shot (Blood Red)
MP7 | Army Recon (Well-Worn)
Sealed Graffiti | Popdog (Battle Green)
Sticker | arT | Antwerp 2022
Sticker | Broken Fang
Sticker | BIG (Holo) | 2020 RMR
Sealed Graffiti | Backstab (Violent Violet)
Tec-9 | Groundwater (Well-Worn)
Sticker | Spinx | Rio 2022
Sealed Graffiti | Tilt (Battle Green)
Negev | Ultralight (Field-Tested)
Sealed Graffiti | GTG (Blood Red)
Sealed Graffiti | Death Sentence (Frog Green)
MAC-10 | Sienna Damask (Field-Tested)
Chroma Case
Sealed Graffiti | Tilt (Princess Pink)
SG 553 | Army Sheen (Field-Tested)
Sealed Graffiti | Chess King (Monarch Blue)
Sealed Graffiti | Chess King (Bazooka Pink)
Sealed Graffiti | Worry (Dust Brown)
Sealed Graffiti | GLHF (War Pig Pink)
PP-Bizon | Night Riot (Field-Tested)
MP7 | Forest DDPAT (Battle-Scarred)
Sealed Graffiti | Eco (Tiger Orange)
Sealed Graffiti | Eat It (Battle Green)
Sealed Graffiti | GLHF (Desert Amber)
Sealed Graffiti | Chess King (Monster Purple)
Sealed Graffiti | Eco (Bazooka Pink)
Sticker | SunPayus | Rio 2022
Five-SeveN | Coolant (Minimal Wear)
Sticker | Grayhound Gaming (Glitter) | Rio 2022
Sealed Graffiti | GLHF (Cash Green)
Sealed Graffiti | GGEZ (Frog Green)
Sealed Graffiti | Quickdraw (Frog Green)
Sealed Graffiti | Ninja (Wire Blue)
Sealed Graffiti | GTG (Monster Purple)
Sealed Graffiti | Eco (Wire Blue)
Sealed Graffiti | Eye Spy (Brick Red)
Sealed Graffiti | Noscope (Tracer Yellow)
Sealed Graffiti | Popdog (SWAT Blue)
Sealed Graffiti | Ninja (Tracer Yellow)
Sealed Graffiti | Lambda (Battle Green)
Sealed Graffiti | Worry (Cash Green)
Sealed Graffiti | Quickdraw (Desert Amber)
G3SG1 | Polar Camo (Well-Worn)
P250 | Drought (Field-Tested)
Berlin 2019 Minor Challengers Autograph Capsule
Sealed Graffiti | Eye Spy (Violent Violet)
Sealed Graffiti | Tilt (Wire Blue)
Sticker | ZywOo | Stockholm 2021
Sealed Graffiti | QQ (Tiger Orange)
UMP-45 | Urban DDPAT (Well-Worn)
Sticker | v4lde | Rio 2022
Sealed Graffiti | Karambit (Cash Green)
Souvenir Sawed-Off | Parched (Field-Tested)
MP9 | Modest Threat (Field-Tested)
Sealed Graffiti | Jump Shot (Bazooka Pink)
Nova | Sand Dune (Battle-Scarred)
Sticker | Perfecto | Rio 2022
Glock-18 | High Beam (Factory New)
Sealed Graffiti | Speechless (Frog Green)
Sealed Graffiti | Backstab (Monarch Blue)
Sealed Graffiti | Double (Blood Red)
Sealed Graffiti | Noscope (Brick Red)
Sealed Graffiti | Eat It (Jungle Green)
Sawed-Off | Forest DDPAT (Minimal Wear)
Sealed Graffiti | Still Happy (Jungle Green)
Sealed Graffiti | Take Flight (Jungle Green)
Tec-9 | Urban DDPAT (Minimal Wear)
Sealed Graffiti | Loser (Shark White)
Sealed Graffiti | QQ (Cash Green)
Sealed Graffiti | Still Happy (Brick Red)
Sticker | Team Spirit | Stockholm 2021
Sealed Graffiti | Eat It (Monarch Blue)
Sealed Graffiti | Death Sentence (Violent Violet)
Souvenir MP7 | Prey (Minimal Wear)
G3SG1 | Jungle Dashed (Well-Worn)
Sticker | Outsiders (Glitter) | Antwerp 2022
AUG | Contractor (Minimal Wear)
Sealed Graffiti | Sheriff (War Pig Pink)
Sealed Graffiti | Worry (Tiger Orange)
AWP | Safari Mesh (Battle-Scarred)
Sealed Graffiti | Speechless (War Pig Pink)
Berlin 2019 Legends Autograph Capsule
Sealed Graffiti | Lambda (Violent Violet)
Sealed Graffiti | Tilt (Violent Violet)
Sealed Graffiti | Lambda (War Pig Pink)
Sealed Graffiti | Ninja (War Pig Pink)
Sealed Graffiti | Lambda (Brick Red)
Sealed Graffiti | Eco (SWAT Blue)
Sealed Graffiti | Take Flight (Monarch Blue)
SSG 08 | Blue Spruce (Minimal Wear)
Sealed Graffiti | Popdog (Tracer Yellow)
Sticker | 00 Nation | Rio 2022
Sealed Graffiti | Noscope (Battle Green)
P2000 | Gnarled (Field-Tested)
Sealed Graffiti | Eye Spy (Battle Green)
Sticker | Virtus.pro (Holo) | 2020 RMR
SCAR-20 | Sand Mesh (Well-Worn)
Sealed Graffiti | GGWP (Monarch Blue)
Sealed Graffiti | Ninja (Jungle Green)
UMP-45 | Facility Dark (Minimal Wear)
Sealed Graffiti | Speechless (Cash Green)
MP9 | Sand Dashed (Well-Worn)
Sticker | lauNX | Rio 2022
Sealed Graffiti | Tilt (Jungle Green)
AK-47 | Elite Build (Well-Worn)
Sealed Graffiti | Eye Spy (Monarch Blue)
Sealed Graffiti | Eco (Monarch Blue)
Sealed Graffiti | Death Sentence (Brick Red)
Sealed Graffiti | Backstab (SWAT Blue)
Sealed Graffiti | QQ (Dust Brown)
Sealed Graffiti | Death Sentence (Tiger Orange)
Dual Berettas | Colony (Well-Worn)
Sealed Graffiti | Eco (Monster Purple)
Sealed Graffiti | GGWP (Wire Blue)
Sealed Graffiti | GGWP (Brick Red)
PP-Bizon | Urban Dashed (Well-Worn)
MP7 | Forest DDPAT (Minimal Wear)
Sealed Graffiti | Lambda (Tracer Yellow)
Sticker | neaLaN | Rio 2022
Nova | Caged Steel (Factory New)
Sealed Graffiti | Worry (Monarch Blue)
Sealed Graffiti | Eat It (SWAT Blue)
Sealed Graffiti | Eye Spy (Frog Green)
Tec-9 | Urban DDPAT (Well-Worn)
Sealed Graffiti | Speechless (Tiger Orange)
Sealed Graffiti | Eye Spy (Jungle Green)
Sealed Graffiti | GGEZ (SWAT Blue)
Sealed Graffiti | Eye Spy (Wire Blue)
Sealed Graffiti | Death Sentence (War Pig Pink)
Sealed Graffiti | Eye Spy (Tracer Yellow)
Sealed Graffiti | Rage Mode (Monster Purple)
Sealed Graffiti | Ninja (Brick Red)
Sealed Graffiti | Eye Spy (SWAT Blue)
Sealed Graffiti | Tilt (Brick Red)
UMP-45 | Urban DDPAT (Minimal Wear)
SSG 08 | Mainframe 001 (Well-Worn)
Sticker | electronic | Rio 2022
P250 | Boreal Forest (Battle-Scarred)
Sealed Graffiti | Eco (Shark White)
Sealed Graffiti | 8-Ball (Tiger Orange)
Sealed Graffiti | Double (Bazooka Pink)
Sealed Graffiti | Noscope (Princess Pink)
Sealed Graffiti | Rage Mode (Brick Red)
Sticker | GeT_RiGhT | Berlin 2019
Sealed Graffiti | Eat It (Shark White)
Sealed Graffiti | Quickdraw (Jungle Green)
Sealed Graffiti | Eat It (Princess Pink)
Sealed Graffiti | Sorry (Dust Brown)
Sealed Graffiti | Chess King (Blood Red)
Sealed Graffiti | Death Sentence (Monarch Blue)
Sealed Graffiti | GGEZ (Brick Red)
Sealed Graffiti | 8-Ball (Jungle Green)
Sealed Graffiti | Karambit (Dust Brown)
XM1014 | Oxide Blaze (Field-Tested)
XM1014 | Charter (Field-Tested)
R8 Revolver | Bone Mask (Well-Worn)
Sealed Graffiti | GLHF (Battle Green)
Sealed Graffiti | GGEZ (Desert Amber)
Sealed Graffiti | Death Sentence (SWAT Blue)
Sealed Graffiti | Quickdraw (Battle Green)
Sealed Graffiti | Quickdraw (Cash Green)
Sticker | sh1ro | Antwerp 2022
Sealed Graffiti | Lambda (Wire Blue)
SCAR-20 | Sand Mesh (Minimal Wear)
Souvenir CZ75-Auto | Midnight Palm (Field-Tested)
Glock-18 | Off World (Field-Tested)
Sealed Graffiti | GGWP (Shark White)
Sealed Graffiti | Mr. Teeth (Brick Red)
Sealed Graffiti | Backstab (Wire Blue)
P2000 | Lifted Spirits (Well-Worn)
Souvenir PP-Bizon | Anolis (Factory New)
Sealed Graffiti | Double (Violent Violet)
Sealed Graffiti | GGWP (Violent Violet)
AUG | Storm (Well-Worn)
AUG | Storm (Well-Worn)
Sticker | REZ | Rio 2022
Sealed Graffiti | Worry (War Pig Pink)
Sealed Graffiti | Backstab (Bazooka Pink)
Sealed Graffiti | Noscope (Violent Violet)
Sealed Graffiti | Worry (Wire Blue)
Sticker | HexT | Rio 2022
Sealed Graffiti | GGEZ (Tiger Orange)
Sticker | refrezh | Rio 2022
Sealed Graffiti | Worry (Frog Green)
Sealed Graffiti | QQ (Desert Amber)
Sealed Graffiti | Eye Spy (Princess Pink)
Sealed Graffiti | Backstab (Shark White)
Sealed Graffiti | GLHF (Wire Blue)
Sealed Graffiti | Quickdraw (Tiger Orange)
Sticker | Staehr | Rio 2022
Sealed Graffiti | Take Flight (Wire Blue)
Sealed Graffiti | 8-Ball (Tracer Yellow)
Sealed Graffiti | Noscope (SWAT Blue)
Sealed Graffiti | 8-Ball (Frog Green)
Sealed Graffiti | Sorry (Tiger Orange)
Sealed Graffiti | Eat It (Violent Violet)
PP-Bizon | Facility Sketch (Factory New)
Sealed Graffiti | GLHF (Tiger Orange)
Sealed Graffiti | Quickdraw (Wire Blue)
Sealed Graffiti | Worry (Desert Amber)
MP5-SD | Dirt Drop (Battle-Scarred)
Sealed Graffiti | GLHF (Brick Red)
Sticker | acoR | Rio 2022
Sealed Graffiti | Rage Mode (SWAT Blue)
Sealed Graffiti | GGEZ (Wire Blue)
Sticker | k1to | Rio 2022
Sticker | GamerLegion (Glitter) | Rio 2022
Sealed Graffiti | Popdog (Monster Purple)
Sealed Graffiti | Speechless (Desert Amber)
Sticker | autimatic | Rio 2022
Sealed Graffiti | Take Flight (Brick Red)
Sealed Graffiti | Lambda (Princess Pink)
Sealed Graffiti | Quickdraw (Princess Pink)
Sealed Graffiti | GLHF (Violent Violet)
Sealed Graffiti | GLHF (Jungle Green)
Sealed Graffiti | Backstab (Brick Red)
P2000 | Gnarled (Well-Worn)
Sealed Graffiti | QQ (Jungle Green)
Sealed Graffiti | Eat It (Brick Red)
Sealed Graffiti | Worry (Jungle Green)
Sealed Graffiti | Quickdraw (Brick Red)
Sawed-Off | Snake Camo (Field-Tested)
MAC-10 | Palm (Field-Tested)
Sealed Graffiti | X-Knives (Blood Red)
Souvenir P250 | Drought (Minimal Wear)
MP9 | Orange Peel (Field-Tested)
Sealed Graffiti | GGEZ (Battle Green)
Sealed Graffiti | Speechless (Dust Brown)
Sealed Graffiti | Backstab (Tracer Yellow)
Five-SeveN | Forest Night (Well-Worn)
Souvenir R8 Revolver | Desert Brush (Minimal Wear)
Sealed Graffiti | 8-Ball (Battle Green)
Sealed Graffiti | Take Flight (SWAT Blue)
Sticker | OG (Holo) | 2020 RMR
Souvenir MAC-10 | Sienna Damask (Minimal Wear)
Sticker | Heroic | Stockholm 2021
Sealed Graffiti | GLHF (Tracer Yellow)
Sticker | Renegades (Holo) | 2020 RMR
Sticker | Jame | Stockholm 2021
PP-Bizon | Sand Dashed (Minimal Wear)
Sealed Graffiti | Tilt (Tracer Yellow)
Sealed Graffiti | Lambda (Monarch Blue)
Sealed Graffiti | Quickdraw (SWAT Blue)
Sticker | Krimbo | Rio 2022
Sealed Graffiti | GLHF (Princess Pink)
Sealed Graffiti | Popdog (Bazooka Pink)
Sealed Graffiti | Still Happy (Battle Green)
Galil AR | Sage Spray (Minimal Wear)
Sealed Graffiti | GGWP (SWAT Blue)
Sticker | roeJ | Rio 2022
Sealed Graffiti | QQ (Brick Red)
Sealed Graffiti | QQ (Battle Green)
P2000 | Lifted Spirits (Field-Tested)
SCAR-20 | Carbon Fiber (Factory New)
Sealed Graffiti | Mr. Teeth (Jungle Green)
Nova | Polar Mesh (Well-Worn)
Sealed Graffiti | Tilt (Monarch Blue)
Sealed Graffiti | Eye Spy (Bazooka Pink)
Sealed Graffiti | GGWP (Tracer Yellow)
Sealed Graffiti | GGWP (Princess Pink)
PP-Bizon | Urban Dashed (Minimal Wear)
FAMAS | Colony (Minimal Wear)
Sealed Graffiti | Quickdraw (War Pig Pink)
Sealed Graffiti | Ninja (Princess Pink)
Desert Eagle | Mudder (Field-Tested)
Sawed-Off | Forest DDPAT (Well-Worn)
AUG | Sweeper (Minimal Wear)
P250 | Boreal Forest (Minimal Wear)
Sticker | bLitz | Rio 2022
Sealed Graffiti | 8-Ball (Desert Amber)
Sealed Graffiti | QQ (Frog Green)
Sealed Graffiti | Sheriff (Violent Violet)
Souvenir M249 | Contrast Spray (Field-Tested)
SG 553 | Waves Perforated (Battle-Scarred)
Sealed Graffiti | Worry (Brick Red)
MP9 | Slide (Well-Worn)
Sticker | Copenhagen Flames (Glitter) | Antwerp 2022
Sealed Graffiti | Speechless (Tracer Yellow)
Sealed Graffiti | 8-Ball (Cash Green)
Sealed Graffiti | Loser (Dust Brown)
M249 | Gator Mesh (Field-Tested)
Sealed Graffiti | GGEZ (Cash Green)
Nova | Sand Dune (Well-Worn)
Sealed Graffiti | Speechless (Brick Red)
Sealed Graffiti | Take Flight (War Pig Pink)
Sealed Graffiti | Worry (Princess Pink)
AWP | Capillary (Field-Tested)
Sticker | JACKZ | Stockholm 2021
Sealed Graffiti | Worry (Battle Green)
SG 553 | Waves Perforated (Minimal Wear)
Dual Berettas | Colony (Minimal Wear)
Sealed Graffiti | Quickdraw (Monarch Blue)
Sticker | sdy | Rio 2022
Sealed Graffiti | Noscope (Monster Purple)
Sealed Graffiti | Noscope (Bazooka Pink)
Sticker | siuhy | Rio 2022
Sealed Graffiti | Karambit (War Pig Pink)
Nova | Wood Fired (Battle-Scarred)
Sealed Graffiti | Loser (Cash Green)
Souvenir P90 | Verdant Growth (Field-Tested)
Sealed Graffiti | Speechless (Princess Pink)
Sealed Graffiti | GGEZ (Jungle Green)
P2000 | Granite Marbleized (Field-Tested)
Sealed Graffiti | Ninja (Monarch Blue)
G3SG1 | VariCamo (Field-Tested)
AK-47 | Elite Build (Field-Tested)
Sealed Graffiti | Sorry (Cash Green)
Sealed Graffiti | Speechless (Violent Violet)
Galil AR | Cold Fusion (Field-Tested)
Sealed Graffiti | GGEZ (Shark White)
Sealed Graffiti | GGEZ (Violent Violet)
SCAR-20 | Sand Mesh (Battle-Scarred)
Sticker | Ninjas in Pyjamas (Glitter) | Antwerp 2022
UMP-45 | Mudder (Well-Worn)
Sticker | Magisk | Rio 2022
Sealed Graffiti | Worry (Violent Violet)
Souvenir P90 | Desert DDPAT (Minimal Wear)
Sealed Graffiti | Lambda (SWAT Blue)
Sealed Graffiti | Sorry (Desert Amber)
Sealed Graffiti | 8-Ball (Blood Red)
Nova | Sand Dune (Minimal Wear)
Sawed-Off | Spirit Board (Well-Worn)
Souvenir SSG 08 | Prey (Factory New)
Sticker | Endless Cycle
Sticker | dupreeh | Rio 2022
P90 | Sand Spray (Minimal Wear)
Sealed Graffiti | Noscope (Shark White)
Sealed Graffiti | GLHF (Monarch Blue)
SG 553 | Anodized Navy (Factory New)
Sticker | Mastermind (Holo)
Sealed Graffiti | GGEZ (Princess Pink)
SCAR-20 | Poultrygeist (Field-Tested)
MP9 | Sand Dashed (Battle-Scarred)
Sealed Graffiti | Sorry (Battle Green)
Sealed Graffiti | Lambda (Bazooka Pink)
Sealed Graffiti | Lambda (Shark White)
Sealed Graffiti | 8-Ball (Bazooka Pink)
Five-SeveN | Orange Peel (Field-Tested)
Sealed Graffiti | Karambit (Desert Amber)
Sealed Graffiti | GLHF (SWAT Blue)
Sticker | SENER1 | Rio 2022
Sealed Graffiti | Sorry (Wire Blue)
MAG-7 | Foresight (Field-Tested)
Sealed Graffiti | Jump Shot (Monarch Blue)
Sticker | EliGE | Rio 2022
Sealed Graffiti | Loser (Desert Amber)
FAMAS | Colony (Well-Worn)
AUG | Sweeper (Factory New)
Sticker | rain | Rio 2022
P90 | Desert DDPAT (Field-Tested)
M4A1-S | Nitro (Field-Tested)
MP5-SD | Dirt Drop (Well-Worn)
Sealed Graffiti | Piggles (Dust Brown)
MAC-10 | Ensnared (Field-Tested)
Sticker | aliStair | Rio 2022
Sealed Graffiti | Popdog (Blood Red)
Galil AR | Sage Spray (Battle-Scarred)
M4A1-S | Night Terror (Field-Tested)
SSG 08 | Acid Fade (Factory New)
R8 Revolver | Grip (Field-Tested)
AUG | Sweeper (Battle-Scarred)
Sealed Graffiti | QQ (War Pig Pink)
Sealed Graffiti | Ninja (Violent Violet)
Sticker | Spirit (Holo) | 2020 RMR
Souvenir SG 553 | Bleached (Minimal Wear)
Sticker | F1KU | Rio 2022
Sealed Graffiti | Quickdraw (Violent Violet)
Sticker | GuardiaN | Berlin 2019
Sealed Graffiti | 8-Ball (Wire Blue)
Sealed Graffiti | Loser (Frog Green)
Tec-9 | Army Mesh (Battle-Scarred)
AK-47 | Elite Build (Minimal Wear)
Operation Riptide Case
Sealed Graffiti | Speechless (Jungle Green)
Sealed Graffiti | Worry (Tracer Yellow)
Sealed Graffiti | Mr. Teeth (Battle Green)
G3SG1 | Desert Storm (Battle-Scarred)
Sealed Graffiti | GLHF (Shark White)
Sticker | FlameZ | Rio 2022
Sticker | Entropiq | Stockholm 2021
Sticker | Farlig (Glitter) | Antwerp 2022
Tec-9 | Fubar (Battle-Scarred)
SG 553 | Danger Close (Field-Tested)
Stockholm 2021 Contenders Sticker Capsule
Sealed Graffiti | Speechless (Wire Blue)
Sticker | Gold Web (Foil)
Sealed Graffiti | GGEZ (Monarch Blue)
Sealed Graffiti | Take Flight (Princess Pink)
MP7 | Prey (Field-Tested)
Sealed Graffiti | Eco (Blood Red)
Sticker | TYLOO (Holo) | 2020 RMR
Sticker | Nemiga (Holo) | 2020 RMR
Sealed Graffiti | Eye Spy (Monster Purple)
AK-47 | Safari Mesh (Battle-Scarred)
Souvenir MP7 | Prey (Factory New)
Sticker | Operation Riptide
Sticker | NiKo | Stockholm 2021
Sticker | IHC Esports (Glitter) | Rio 2022
PP-Bizon | Death Rattle (Field-Tested)
P90 | Freight (Field-Tested)
Sticker | vexite | Rio 2022
Sticker | NEOFRAG | Rio 2022
Sealed Graffiti | Lambda (Monster Purple)
Sealed Graffiti | Sorry (War Pig Pink)
Sticker | YEKINDAR | Rio 2022
Sealed Graffiti | GLHF (Monster Purple)
Souvenir MP5-SD | Dirt Drop (Field-Tested)
PP-Bizon | Runic (Well-Worn)
Galil AR | Sage Spray (Well-Worn)
Negev | Army Sheen (Field-Tested)
Sticker | GODSENT (Holo) | 2020 RMR
PP-Bizon | Facility Sketch (Minimal Wear)
P250 | Facility Draft (Minimal Wear)
P90 | Freight (Well-Worn)
Sealed Graffiti | Quickdraw (Tracer Yellow)
Sticker | Outsiders (Glitter) | Rio 2022
Sticker | Techno4K | Rio 2022
Sealed Graffiti | Death Sentence (Bazooka Pink)
G3SG1 | Desert Storm (Minimal Wear)
P2000 | Gnarled (Battle-Scarred)
Sticker | tabseN | Rio 2022
Sealed Graffiti | Eye Spy (Shark White)
M4A4 | Magnesium (Battle-Scarred)
MP9 | Sand Dashed (Minimal Wear)
Sealed Graffiti | QQ (Wire Blue)
MP9 | Slide (Minimal Wear)
Sealed Graffiti | Karambit (Tiger Orange)
Sealed Graffiti | Piggles (Desert Amber)
Tec-9 | Fubar (Field-Tested)
R8 Revolver | Grip (Well-Worn)
Sticker | rigoN | Rio 2022
FAMAS | Cyanospatter (Field-Tested)
Sealed Graffiti | GGEZ (Tracer Yellow)
Sealed Graffiti | 8-Ball (Princess Pink)
Sticker | faveN | Rio 2022
Desert Eagle | Oxide Blaze (Field-Tested)
Souvenir SG 553 | Bleached (Factory New)
Galil AR | VariCamo (Factory New)
Sawed-Off | Parched (Field-Tested)
MP9 | Army Sheen (Factory New)
Sealed Graffiti | Piggles (Tiger Orange)
P2000 | Urban Hazard (Field-Tested)
MP7 | Anodized Navy (Factory New)
Berlin 2019 Returning Challengers Autograph Capsule
M4A4 | Mainframe (Field-Tested)
Sticker | S1ren | Antwerp 2022
Sealed Graffiti | Speechless (Battle Green)
MAG-7 | Rust Coat (Minimal Wear)
MP7 | Prey (Minimal Wear)
Sticker | MIBR (Glitter) | Antwerp 2022
Sealed Graffiti | Sorry (Frog Green)
Sticker | JDC | Rio 2022
UMP-45 | Gunsmoke (Field-Tested)
XM1014 | Blue Spruce (Minimal Wear)
Sealed Graffiti | Karambit (Battle Green)
Sticker | Free Range
G3SG1 | Polar Camo (Minimal Wear)
Sticker | Fnatic (Holo) | 2020 RMR
Sealed Graffiti | Ninja (Blood Red)
P2000 | Urban Hazard (Battle-Scarred)
SSG 08 | Mainframe 001 (Battle-Scarred)
Sealed Graffiti | Speechless (SWAT Blue)
Nova | Predator (Well-Worn)
eSports 2013 Winter Case
Desert Eagle | Corinthian (Field-Tested)
Sticker | Sico | Rio 2022
Sticker | BIG | Stockholm 2021
Sticker | Aleksib (Glitter) | Antwerp 2022
Galil AR | VariCamo (Field-Tested)
G3SG1 | Green Apple (Factory New)
Sealed Graffiti | Sorry (Monarch Blue)
Souvenir Sawed-Off | Parched (Minimal Wear)
Nova | Mandrel (Minimal Wear)
Sticker | OG (Glitter) | Rio 2022
Sealed Graffiti | Noscope (Monarch Blue)
M4A4 | Magnesium (Minimal Wear)
Sticker | Heroic (Glitter) | Antwerp 2022
Sticker | SENER1 (Glitter) | Antwerp 2022
Glock-18 | Death Rattle (Field-Tested)
M4A1-S | Flashback (Field-Tested)
Sticker | Perfecto (Glitter) | Antwerp 2022
Tec-9 | VariCamo (Field-Tested)
Sticker | FASHR | Rio 2022
Sticker | FaZe (Holo) | 2020 RMR
P90 | Ancient Earth (Field-Tested)
Souvenir MAG-7 | Navy Sheen (Battle-Scarred)
AWP | Pit Viper (Minimal Wear)
MP9 | Black Sand (Well-Worn)
Sticker | Vitality (Glitter) | Antwerp 2022
Souvenir R8 Revolver | Night (Field-Tested)
P250 | Sand Dune (Well-Worn)
Sealed Graffiti | Loser (Tiger Orange)
SCAR-20 | Poultrygeist (Minimal Wear)
Sealed Graffiti | Still Happy (Tracer Yellow)
Nova | Predator (Minimal Wear)
Sealed Graffiti | Karambit (Wire Blue)
